YEAR,RESP_BAT_ID,BAT_FLD_CD,B_PA,B_AB,B_H,B_TB,B_2B,B_3B,B_HR,B_HR4,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_XI
2014,ahmen001,4,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,ahmen001,6,68,63,13,18,2,0,1,0,4,3,0,9,2,0,2,0,0
2014,ahmen001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,alcaa001,4,104,95,21,33,5,2,1,0,7,6,0,30,1,2,0,1,0
2014,alcaa001,8,195,182,36,69,6,0,9,0,22,11,0,63,2,0,1,1,0
2014,alcaa001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,almoa001,7,38,36,7,9,2,0,0,0,0,1,0,10,1,0,1,0,0
2014,almoa001,8,176,162,39,57,7,1,3,0,15,11,0,48,4,1,1,1,0
2014,almoa001,11,6,6,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0
2014,almoz001,7,20,20,4,7,0,0,1,0,1,0,0,9,1,0,0,0,0
2014,almoz001,9,11,11,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0
2014,almoz001,10,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,almoz001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,alony001,3,280,260,62,103,18,1,7,0,26,16,0,34,8,1,0,3,0
2014,alony001,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,alony001,11,6,5,2,3,1,0,0,0,1,1,1,2,0,0,0,0,0
2014,altha001,7,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,altha001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,altuj001,4,703,656,222,295,46,3,7,1,59,36,7,53,20,5,1,5,0
2014,altuj001,10,3,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,altuj001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,alvah001,1,67,57,11,11,0,0,0,0,2,1,0,20,0,0,8,1,0
2014,alvap001,3,19,17,4,13,0,0,3,0,5,2,0,3,1,0,0,0,0
2014,alvap001,5,398,355,86,145,12,1,15,0,49,41,6,99,10,2,0,0,0
2014,alvap001,10,12,11,1,1,0,0,0,0,0,1,0,6,0,0,0,0,0
2014,alvap001,11,16,15,1,2,1,0,0,0,2,1,0,5,1,0,0,0,0
2014,amara001,4,60,55,12,15,3,0,0,0,6,3,0,6,1,0,1,1,0
2014,amara001,5,59,55,12,14,2,0,0,0,1,3,0,13,2,0,1,0,0
2014,amara001,6,277,253,64,84,6,1,4,0,28,17,5,36,3,1,3,3,0
2014,amara001,7,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,amara001,8,54,44,11,15,2,1,0,0,2,6,0,8,0,0,3,1,0
2014,amara001,11,11,11,2,5,0,0,1,0,3,0,0,4,0,0,0,0,0
2014,andeb004,1,15,14,2,4,2,0,0,0,1,0,0,7,0,0,1,0,0
2014,andeb005,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,andec001,1,41,34,1,1,0,0,0,0,0,0,0,14,0,1,6,0,0
2014,andre001,6,664,600,160,201,33,1,2,0,39,45,0,89,20,3,9,6,1
2014,andre001,10,20,18,3,5,2,0,0,0,2,1,0,7,1,0,0,1,0
2014,andre001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,annad001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,annad001,4,5,5,1,4,0,0,1,0,1,0,0,2,0,0,0,0,0
2014,annad001,6,19,16,2,3,1,0,0,0,2,2,0,3,0,0,0,1,0
2014,aokin001,7,10,7,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0
2014,aokin001,9,504,451,128,163,22,5,1,1,37,38,0,44,4,6,8,1,0
2014,aokin001,10,33,32,10,12,0,1,0,0,6,1,0,5,1,0,0,0,0
2014,aokin001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,archc001,1,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,arcio001,9,399,362,86,168,16,3,20,1,57,30,4,120,5,6,0,1,0
2014,arcio001,10,7,6,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0
2014,arcio001,11,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,arenj001,2,73,67,9,15,3,0,1,0,6,3,0,17,3,1,0,2,0
2014,arenj001,3,84,76,15,30,3,0,4,1,17,4,0,25,2,4,0,0,0
2014,arenj001,10,63,59,12,30,3,0,5,0,12,2,0,20,1,2,0,0,0
2014,arenj001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,arenn001,5,467,432,124,216,34,2,18,1,61,25,1,58,13,4,1,5,0
2014,ariaj001,3,40,36,14,14,0,0,0,0,6,3,0,5,0,0,1,0,0
2014,ariaj001,4,30,29,5,7,2,0,0,0,1,0,0,3,0,0,0,1,0
2014,ariaj001,5,61,59,15,19,4,0,0,0,4,2,1,4,1,0,0,0,0
2014,ariaj001,6,37,35,8,9,1,0,0,0,2,2,1,7,0,0,0,0,0
2014,ariaj001,11,36,34,7,9,2,0,0,0,2,1,0,4,0,0,0,1,0
2014,arrij001,1,46,38,7,11,2,1,0,0,3,2,0,15,0,0,6,0,0
2014,arrij001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,arrob001,1,31,27,6,6,0,0,0,0,0,0,0,12,0,0,4,0,0
2014,arrue001,6,45,41,8,9,1,0,0,0,4,3,0,17,1,0,0,1,0
2014,aschc001,5,423,387,99,153,24,0,10,1,44,32,4,97,6,0,3,1,0
2014,aschc001,11,11,10,1,2,1,0,0,0,2,1,0,5,0,0,0,0,0
2014,aumop001,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,avila001,2,452,386,85,140,22,0,11,0,46,60,1,148,6,3,1,2,0
2014,avila001,10,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,avila001,11,4,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
2014,avill001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,avilm001,4,118,111,33,51,7,1,3,0,20,4,0,15,2,0,1,2,0
2014,avilm001,5,104,95,27,30,0,0,1,0,8,3,0,10,6,1,3,2,0
2014,avilm001,6,54,49,8,11,3,0,0,0,6,2,0,5,0,0,2,1,0
2014,avilm001,7,78,70,16,25,6,0,1,0,5,3,0,15,2,0,5,0,0
2014,avilm001,8,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2014,avilm001,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,avilm001,11,12,12,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,axeld001,1,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2014,aybae001,6,640,587,163,222,30,4,7,0,68,36,4,62,10,5,3,8,1
2014,aybae001,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,baezj001,4,104,100,18,37,4,0,5,0,13,4,0,42,3,0,0,0,0
2014,baezj001,6,125,113,18,32,2,0,4,0,7,11,0,53,2,1,0,0,0
2014,bailh001,1,51,41,6,6,0,0,0,0,3,2,0,18,1,0,8,0,0
2014,bakej001,3,112,108,32,46,7,2,1,0,10,3,0,28,2,0,0,1,0
2014,bakej001,4,71,60,11,18,2,1,1,0,9,8,0,11,3,1,0,2,0
2014,bakej001,5,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bakej001,11,40,38,12,18,1,1,1,0,9,2,1,11,3,0,0,0,0
2014,bakej002,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,bakej002,2,195,170,33,40,7,0,0,0,13,18,3,53,3,2,3,2,0
2014,bakej002,11,12,12,2,2,0,0,0,0,2,0,0,5,0,0,0,0,0
2014,bakes002,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,barmc001,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,barmc001,4,28,24,5,7,2,0,0,0,0,2,2,3,1,2,0,0,0
2014,barmc001,5,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,barmc001,6,79,71,20,23,3,0,0,0,7,5,0,11,0,2,0,1,0
2014,barmc001,11,4,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
2014,barnb002,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,barnb002,7,53,50,12,15,3,0,0,0,3,2,0,10,3,0,1,0,0
2014,barnb002,8,6,6,2,8,0,0,2,0,2,0,0,2,1,0,0,0,0
2014,barnb002,9,186,174,43,67,10,1,4,0,17,10,0,65,5,0,2,0,0
2014,barnb002,10,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,barnb002,11,66,60,16,31,3,3,2,0,5,3,0,23,2,0,3,0,0
2014,barnd001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2014,barnd001,4,239,220,54,77,10,2,3,0,21,15,2,30,1,1,2,1,0
2014,barnd001,6,4,3,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0
2014,barnd001,11,18,14,1,1,0,0,0,0,0,1,0,4,0,3,0,0,0
2014,barnt001,2,59,53,10,13,0,0,1,0,1,4,1,10,0,0,2,0,0
2014,barnt001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bartd001,3,64,57,9,10,1,0,0,0,5,5,0,14,0,1,0,1,0
2014,bartj001,7,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2014,bartj001,10,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,basta001,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,bauet001,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,bautj002,3,53,43,9,14,2,0,1,0,8,7,4,6,1,1,0,2,0
2014,bautj002,8,25,22,8,13,2,0,1,0,7,2,1,3,0,0,0,1,0
2014,bautj002,9,536,437,127,237,20,0,30,0,83,87,4,76,16,8,1,3,0
2014,bautj002,10,58,50,14,26,3,0,3,0,5,8,2,11,1,0,0,0,0
2014,bautj002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,baxtm001,7,5,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2014,baxtm001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,beckg001,4,435,402,90,139,25,0,8,0,38,19,1,70,15,6,3,5,0
2014,beckg001,5,30,28,9,13,1,0,1,0,5,2,1,8,2,0,0,0,0
2014,beckg001,6,11,11,2,3,1,0,0,0,0,0,0,2,0,0,0,0,0
2014,beckg001,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,beckg001,11,6,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
2014,beckj002,1,43,39,7,10,3,0,0,0,2,1,0,14,0,0,3,0,0
2014,beeld001,1,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,belim001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,belnv001,10,14,10,1,2,1,0,0,0,1,3,1,3,0,0,0,1,0
2014,belta001,5,567,507,168,248,30,1,16,0,65,54,12,66,14,3,0,3,0
2014,belta001,10,47,42,10,22,3,0,3,0,12,3,1,8,1,0,0,2,0
2014,beltb001,3,232,212,52,96,8,0,12,0,27,17,2,63,4,2,0,1,0
2014,beltb001,11,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2014,beltc001,3,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,beltc001,9,133,119,26,42,7,0,3,0,11,12,1,21,4,1,0,1,0
2014,beltc001,10,312,280,67,118,15,0,12,1,38,25,1,58,7,3,0,4,0
2014,beltc001,11,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bergc001,1,20,19,1,1,0,0,0,0,0,0,0,6,0,0,1,0,0
2014,bernd001,4,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,bernd001,6,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,bernd001,11,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,bernr001,3,3,3,2,3,1,0,0,0,1,0,0,0,1,0,0,0,0
2014,bernr001,7,11,9,3,4,1,0,0,0,1,2,0,1,0,0,0,0,0
2014,bernr001,8,21,16,2,2,0,0,0,0,0,4,0,5,0,0,1,0,0
2014,bernr001,9,20,15,2,5,0,0,1,0,6,4,0,4,1,1,0,0,0
2014,bernr001,11,25,23,2,3,1,0,0,0,1,0,0,9,0,2,0,0,0
2014,berrq001,7,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bethc001,2,117,113,28,31,3,0,0,0,9,3,0,26,3,1,0,0,0
2014,bettc001,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bettm001,4,62,55,16,23,4,0,1,0,6,7,0,10,1,0,0,0,0
2014,bettm001,8,116,103,28,46,4,1,4,1,11,13,0,16,0,0,0,0,0
2014,bettm001,9,35,31,11,15,4,0,0,0,1,1,0,5,1,2,1,0,0
2014,bianj001,4,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bianj001,5,23,21,2,2,0,0,0,0,1,1,0,10,0,0,0,1,0
2014,bianj001,6,37,35,5,6,1,0,0,0,3,2,0,7,1,0,0,0,0
2014,bianj001,11,9,9,4,4,0,0,0,0,2,0,0,0,0,0,0,0,0
2014,blacc001,7,54,53,12,16,1,0,1,0,4,1,0,8,0,0,0,0,0
2014,blacc001,8,278,250,79,113,12,2,6,0,23,14,2,38,2,7,3,4,0
2014,blacc001,9,299,276,77,129,14,1,12,0,42,14,3,47,1,5,3,1,0
2014,blacc001,11,17,14,3,3,0,0,0,0,3,2,0,3,0,1,0,0,0
2014,blana001,4,10,10,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
2014,blana001,5,20,18,4,5,1,0,0,0,0,1,1,4,3,0,1,0,0
2014,blana001,6,18,16,5,10,2,0,1,0,3,1,0,2,1,0,1,0,0
2014,blana001,11,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2014,blang001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,blang001,7,165,141,40,61,7,4,2,0,18,20,0,24,0,0,4,0,0
2014,blang001,8,248,225,55,79,11,2,3,0,15,18,1,45,4,3,1,1,0
2014,blang001,9,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,blang001,11,28,25,7,7,0,0,0,0,5,2,0,8,0,0,1,0,0
2014,blank002,3,53,44,13,20,1,0,2,0,4,7,0,14,1,1,0,1,0
2014,blank002,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,blank002,10,8,6,1,1,0,0,0,0,2,1,0,2,2,1,0,0,0
2014,blank002,11,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bloow001,3,23,20,7,8,1,0,0,0,2,3,1,4,0,0,0,0,0
2014,bloow001,4,24,23,8,11,3,0,0,0,4,0,0,5,1,0,1,0,0
2014,bloow001,5,19,18,1,1,0,0,0,0,0,1,0,5,0,0,0,0,0
2014,bloow001,6,51,50,18,23,2,0,1,0,6,0,0,13,0,0,0,1,0
2014,bloow001,7,9,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bloow001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bloow001,10,7,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,bloow001,11,5,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
2014,boesb001,7,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,boesb001,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,boesb001,9,17,16,5,6,1,0,0,0,0,1,1,1,0,0,0,0,0
2014,boesb001,10,51,48,8,15,1,0,2,0,7,1,0,15,0,0,0,2,0
2014,boesb001,11,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bogax001,5,180,170,31,51,5,0,5,0,13,6,0,46,6,2,0,2,0
2014,bogax001,6,414,368,98,144,23,1,7,0,33,33,1,92,5,6,2,5,0
2014,bolsm001,1,20,19,2,2,0,0,0,0,1,0,0,7,0,0,1,0,0
2014,bonie001,4,114,102,29,31,2,0,0,0,7,9,1,16,0,0,3,0,0
2014,bonie001,5,18,18,6,10,1,0,1,0,3,0,0,3,0,0,0,0,0
2014,bonie001,6,12,12,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,bonie001,7,7,7,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,bonie001,8,242,228,55,81,12,4,2,0,13,11,0,53,2,0,3,0,0
2014,bonie001,9,20,15,4,6,2,0,0,0,1,5,0,4,0,0,0,0,0
2014,bonie001,11,13,12,3,3,0,0,0,0,0,1,1,4,0,0,0,0,0
2014,bourj001,7,22,21,3,5,0,1,0,0,1,1,0,4,1,0,0,0,0
2014,bourj001,8,4,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bourj001,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bourj001,11,7,7,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,bourj002,3,49,45,15,21,3,0,1,0,8,4,1,10,0,0,0,0,0
2014,bourj002,10,13,12,5,5,0,0,0,0,1,1,0,4,0,0,0,0,0
2014,bourj002,11,21,17,1,1,0,0,0,0,2,4,0,5,0,0,0,0,0
2014,bourm001,8,485,442,114,160,17,10,3,0,28,35,1,114,5,3,3,2,0
2014,bourm001,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bourp001,8,278,251,58,86,8,4,4,0,24,17,1,74,5,4,5,1,0
2014,bourp001,11,16,13,3,6,1,1,0,0,0,3,0,4,0,0,0,0,0
2014,boxbb001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bracb001,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,bradj001,8,398,359,71,96,18,2,1,0,26,31,1,111,9,5,1,2,0
2014,bradj001,9,23,23,5,6,1,0,0,0,4,0,0,9,1,0,0,0,0
2014,bradj001,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bradj001,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,branm003,7,458,415,138,213,31,1,14,0,66,33,3,37,9,8,0,2,0
2014,branm003,8,179,163,46,70,10,1,4,0,24,14,1,16,7,0,0,2,0
2014,branm003,10,37,31,14,23,3,0,2,0,7,5,0,3,0,0,0,1,0
2014,branm003,11,2,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,braur002,9,574,524,141,240,30,6,19,0,81,41,3,111,17,6,0,3,0
2014,braur002,10,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,braur002,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,brenb002,7,20,20,6,7,1,0,0,0,2,0,0,8,0,0,0,0,0
2014,brenb002,9,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,brenb002,11,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,brigr001,4,3,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2014,brigr001,5,72,64,15,24,4,1,1,0,8,7,1,21,2,0,1,0,0
2014,brigr001,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,brigr001,11,15,14,2,3,1,0,0,0,2,1,0,10,0,0,0,0,0
2014,browa003,7,22,20,3,9,0,0,2,0,5,1,0,8,1,1,0,0,0
2014,browa003,9,13,11,3,4,1,0,0,0,2,1,0,3,0,0,0,1,0
2014,browa003,10,6,5,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0
2014,browa003,11,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,browb005,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,browc003,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,browd004,7,483,447,106,159,21,1,10,0,62,32,4,83,8,0,0,4,0
2014,browd004,10,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,browd004,11,24,21,4,5,1,0,0,0,1,2,0,7,1,1,0,0,0
2014,browg001,8,6,6,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,browg001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,brucj001,3,12,12,3,7,1,0,1,0,4,0,0,2,0,0,0,0,0
2014,brucj001,9,529,477,104,177,20,1,17,1,62,44,5,144,8,2,1,5,0
2014,brucj001,11,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,buchc001,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buchd001,1,39,30,3,4,1,0,0,0,2,4,0,10,0,0,5,0,0
2014,buchj001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buckb002,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buckj001,2,74,69,16,21,2,0,1,0,6,5,0,20,1,0,0,0,0
2014,buckj001,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buckj001,10,18,15,2,2,0,0,0,0,0,3,0,4,0,0,0,0,0
2014,buckj001,11,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,bumgm001,1,77,65,17,31,2,0,4,2,15,2,0,29,0,1,8,1,0
2014,bumgm001,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,burna001,1,65,60,8,10,2,0,0,0,1,3,0,23,1,0,2,0,0
2014,burnb002,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,burnb002,11,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buted001,2,188,166,31,48,6,1,3,0,14,17,1,39,1,2,1,2,0
2014,buted001,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,buted001,11,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2014,butlb003,3,146,134,39,63,9,0,5,0,19,9,0,19,6,3,0,0,0
2014,butlb003,10,449,409,106,137,22,0,3,0,44,31,3,76,15,1,0,8,0
2014,butlb003,11,8,6,4,8,1,0,1,0,3,1,0,1,0,1,0,0,0
2014,butld001,2,20,19,4,7,3,0,0,0,2,1,0,5,1,0,0,0,0
2014,butle001,1,6,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2014,butlj002,9,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,butlj002,11,4,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
2014,byrdm001,9,628,582,153,260,28,2,25,0,83,35,7,181,6,8,0,3,0
2014,byrdm001,10,4,4,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0
2014,byrdm001,11,5,5,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0
2014,cabra002,4,198,173,39,67,9,2,5,0,21,22,1,29,4,0,1,2,0
2014,cabra002,6,407,369,93,146,22,2,9,0,40,27,1,74,11,7,0,4,0
2014,cabra002,10,9,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2014,cabra002,11,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,cabre001,6,391,357,83,107,13,1,3,0,20,20,0,86,5,1,9,4,0
2014,cabrm001,3,543,480,151,261,48,1,20,0,94,50,10,90,15,2,0,11,0
2014,cabrm001,5,34,31,12,15,0,0,1,0,6,3,0,5,1,0,0,0,0
2014,cabrm001,10,107,99,28,44,4,0,4,0,9,7,0,22,4,1,0,0,0
2014,cabrm001,11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2014,cabrm002,7,588,538,166,249,32,3,15,0,70,41,3,64,18,2,2,5,0
2014,cabrm002,8,5,5,1,4,0,0,1,0,1,0,0,2,0,0,0,0,0
2014,cabrm002,9,17,15,4,7,3,0,0,0,1,2,0,1,1,0,0,0,0
2014,cabrm002,10,10,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2014,cabrm002,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
